CAB285000006,CAB285000007,CAB285000008,CAB285000009,CAB285000010,CAB285000011,CAB285000012,CAB285000013,CAB285000024,CAB285000025,CAB285000293,CAB285000294,total_average
,764.9478804725503,521.3204853675945,514.5470719051149,538.939393939394,625.515037593985,837.3898611949305,655.078697421981,991.5239130434784,881.7783572359842,804.0345188284517,873.2185128983307,728.0267027183451
,769.0530864197531,511.35984605516364,542.199460916442,590.7898799313894,735.7984224364592,847.3335152838428,674.3473438412142,1150.7914979757084,1082.7509386733416,753.5597484276731,915.5148247978436,779.408960432621
,735.9661475964792,551.1020265548567,537.8772563176896,699.4361424847957,787.3305870236868,926.6457845433257,694.722884386174,1213.0731707317073,1213.0465753424658,909.9308755760367,1041.282119205298,846.4012336147741
,802.9984214680348,587.7398508699256,705.5136518771332,684.7776510832382,927.3314527503526,924.5113182423436,716.2668621700881,1251.6636904761906,1248.3476635514019,904.6089049338146,986.3924731182796,885.4683582309822
