CAB285000006,CAB285000007,CAB285000008,CAB285000009,CAB285000010,CAB285000011,CAB285000012,CAB285000013,CAB285000024,CAB285000025,CAB285000293,CAB285000294,total_average
801.4472573839662,762.2233009708738,465.44776119402985,510.6631016042781,555.4350649350648,685.5238095238095,795.2041666666668,725.5981308411215,1184.1596638655462,1066.7422680412371,685.6,1073.752688172043,775.9831010998864
805.6046511627907,747.0812182741116,572.2185792349727,553.0511363636364,720.5109489051094,741.6899224806201,899.5533980582526,633.6395939086294,1266.4811320754718,994.0833333333335,777.2661870503598,895.9,800.5900084039407
