Stage,Time gap,Average
1,"[1512, 1512, 1399, 1373, 1348, 1405, 1534, 1534, 1768, 1323, 843, 1557, 617, 1347, 600, 600, 710, 886, 1108, 936, 890, 297, 755, 1023, 643, 1072, 428, 170, 528, 267, 0, 0, 853, 426, 92, 880, 1744, 922, 1538, 1183, 1115, 1052, 1214, 758, 1794, 1899, 924, 924, 845, 915, 1391, 1357, 1337, 1099, 1604, 1838, 684, 1931, 661, 661, 576, 576, 659, 737, 1085, 878, 1109, 1160, 1456, 1026, 1302, 949, 1461, 1242, 1028, 958, 1591, 1491, 732, 732, 1208, 945, 1121, 978, 1519, 1251, 1555, 1423, 1192, 1359, 1502, 1684, 1748]",1073.752688172043
2,"[30, 396, 160, 677, 0, 878, 0, 878, 725, 361, 165, 841, 1410, 1348, 1086, 1282, 1239, 1239, 1246, 1264, 907, 1437, 1216, 1316, 1071, 1254, 961, 878, 869, 1135, 398, 769, 145, 0, 0, 1292, 0, 1105, 0, 1001, 0, 1254, 0, 1113, 0, 1306, 401, 267, 2172, 2132, 2107, 1901, 712, 712, 722, 722, 885, 783, 1015, 1075, 949, 1084, 1132, 527, 1041, 519, 1120, 605, 1125, 1211, 509, 589, 492, 1164, 800, 1017, 738, 892, 1127, 1043, 1302, 1456, 1670, 1554, 757, 1413, 726, 1478, 697, 1636]",895.9
