CAB285000006,CAB285000007,CAB285000008,CAB285000009,CAB285000010,CAB285000011,CAB285000012,CAB285000013,CAB285000024,CAB285000025,CAB285000293,CAB285000294,total_average
806.9773869346733,772.6541244573082,525.2659732540861,528.171875,540.3909465020578,633.5513078470825,865.96125,659.6408450704225,986.1108647450113,865.6621253405996,808.1123348017621,865.4539682539682,738.1627501839141
805.548,779.1419939577039,518.9702660406887,526.0234505862646,591.7453416149068,778.5350877192983,859.2242990654207,692.0575842696629,1136.805,1066.2147435897436,724.9913606911447,867.5888501742162,778.9038314757543
779.9098143236073,732.8052147239264,560.1419457735248,560.0232558139535,716.1480730223124,814.0333333333333,905.069798657718,678.4657534246576,1224.8656330749354,1217.2777777777776,879.0910931174091,1045.4730158730158,842.7753924096809
798.4738562091502,830.6860254083484,606.4701348747592,687.7534791252485,671.8306878306877,964.0531914893616,915.9483568075116,708.7672131147542,1256.9260563380285,1178.532110091743,865.9405099150142,1018.6234817813763,875.3337585821652
